ID	Synonyms	Definition	Definition in Sorani
ENG20-13077185-n	figure; 	a combination of points and lines and planes that form a visible palpable shape	تێکەڵ بوونی خاڵەکان و هێلەکان و ئاستەکان کە شکڵیکی دیاری بەرچاو پێک دێنن
ENG20-13077555-n	plane figure; two-dimensional figure; 	a two-dimensional shape	شکڵیکی دوو ئاستی
ENG20-13077971-n	subfigure; 	a figure that is a part of another figure	دایەگرامێ کە لە دایەگرامێکی دی قەراری گرتووە
ENG20-13078140-n	line; 	a length (straight or curved) without breadth or thickness; the trace of a moving point	درێژایەتیەک (ڕاست یان چەماو) بە بێ پانی یان ئەستووری؛ جێگای جووڵانەوەی شتێ
ENG20-13078404-n	convex shape; convexity; 	a shape that curves or bulges outward	شکڵێ کە بەرەو دەرەوە چەماوە یان سکی داوە
ENG20-13078996-n	angular shape; angularity; 	a shape having one or more sharp angles	شکڵی کە یەک یان چەند دانە گۆشەی تیژی هەیە
ENG20-13079180-n	concave shape; concavity; incurvation; incurvature; 	a shape that curves or bends inward	شکڵێ کە بەرەو ناو چەماوەتەوە یان سکی داوە
ENG20-13079495-n	cylinder; 	a solid bounded by a cylindrical surface and two parallel planes (the bases)	جامدێ کە بە ئاستێکی سیلەندری و دوو هێڵی تەریب دەوری گیراوە (بەیس)
ENG20-13079662-n	round shape; 	a shape that is curved and without sharp angles	شکڵێ کە چەماوەتەوە بە بێ گۆشەی تیژ
ENG20-13081428-n	distorted shape; distortion; 	a shape resulting from distortion	شکڵێ کە ئاکاری ئاڵۆزیە
ENG20-13081626-n	amorphous shape; 	an ill-defined or arbitrary shape	شکڵێکی نەیار و قەراردادی
ENG20-13081775-n	curve; curved shape; 	the trace of a point whose direction of motion changes	جێگای خاڵێ کە لایەنی جووڵەی دەگۆڕدرێ
ENG20-13084117-n	straight line; 	a line traced by a point traveling in a constant direction; a line of zero curvature	هێڵێ کە هەر وا ڕاست دەڕوا؛ هێڵێکی بە بێ چەمانەوە
ENG20-13084895-n	connection; connexion; link; 	a connecting shape	شکڵیکی پەیوەندکەر
ENG20-13086903-n	conic section; conic; 	(geometry) a curve generated by the intersection of a plane and a circular cone	(ئەندازەزانی) کەوانییەک کە لە بەیەک گەیشتنی ئاستێک و مەخرووتێکی گرد پێک دێ
ENG20-13087123-n	intersection; 	a point or set of points common to two or more geometric configurations	خاڵ یان چەندین خاڵ کە لە دوو یان چەند شکڵێ ئەندازەزانی هاوبەشن
ENG20-13087271-n	oblong; 	a plane figure that deviates from a square or circle due to elongation	شکڵێکی ئاستدار کە لە چوارگۆشە یان بازنە دەردەچێ بە ۆی درێژبوونەوەیەوە
ENG20-13089005-n	disk; disc; saucer; 	something with a round shape like a flat circular plate	شتێ کە شکڵی گردی هەیە وەک ئاستێکی گردی تەخت
ENG20-13092009-n	ellipse; oval; 	a closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it	کەوانەییەکی بەسراو کە لە بەیەک گەیشتنی مەخرووتێکی گرد و ئاستێک کە یەکسەر لە ناویەوە دەڕوا پێک دێ
ENG20-13097024-n	polyhedron; 	a solid figure bounded by plane polygons or faces	شکڵێکی سەخت کە بە ئاستی چەند وەجهی س چەندڕوو دەور گیراوە
ENG20-13099330-n	parabola; 	a plane curve formed by the intersection of a right circular cone and a plane parallel to an element of the curve	کەوانەییەکی ئاستدار کە لە بەیەک گەیشتنی مەخرووتێکی گردی ڕاس و ئاستێکی تەریبی هێمانی کەوانییەکە پێک دێ
ENG20-13100378-n	angle; 	the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians	بۆشایی نێوان دوو هێڵ یان دوو ئاست کە بە یەک دەگەن؛ لارەو بوونی هێڵێ بۆ هێڵێکی دی؛ بە دەرەجە یان ڕادیانس ئەندازە دەگیردرێ
ENG20-13107402-n	bulge; bump; hump; gibbosity; gibbousness; jut; prominence; protuberance; protrusion; extrusion; excrescence; 	something that bulges out or is protuberant or projects from a form	شتێ کە سکی داتە دەرەوە یان هاتۆتە دەرەوە یان لە دەرەوەی شکڵێ دیارە
ENG20-13108706-n	bow; arc; 	something curved in shape	شتێ کە شکڵی کەوانەییە
ENG20-13109893-n	flank; 	a subfigure consisting of a side of something	ژێردایەگرامێ کە لایەکی شتێکی لە خۆی گرتووە
ENG20-13110331-n	base; 	the bottom side of a geometric figure from which the altitude can be constructed	بەشی بنی شکڵیکی ئەندازەزانی کە بەرزایی لێ پێک دێ
ENG20-13110490-n	balance; equilibrium; equipoise; counterbalance; 	equality of distribution	بەرابەری پەخشان
ENG20-13113677-n	drop; bead; pearl; 	a shape that is small and round	شکڵێ کە بچووک و گردە
ENG20-13115064-n	boundary; edge; bound; 	a line determining the limits of an area	هێڵێ کە ئاستی ناوچەیەک دیاری دەکا
ENG20-13115768-n	upper bound; 	(mathematics) a number equal to or greater than any other number in a given set	(ماتماتیک) ژمارەیەک کە بەرابەر یان گەورەترە لە هەر ژمارەیەکی ئەو دەستە
ENG20-13117633-n	wrinkle; furrow; crease; crinkle; seam; line; 	a slight depression in the smoothness of a surface	ناکۆک بوونی کەمی نەرمی سەر ئاستێ
ENG20-13119238-n	fold; crease; plication; flexure; crimp; bend; 	an angular or rounded shape made by folding	شکڵێکی گۆشەدار یان گرد کە لە چەمانەوە پێک هاتووە
ENG20-13122776-n	articulation; join; joint; juncture; junction; 	the shape or manner in which things come together and a connection is made	شکڵ یان حاڵەتی بەیەکەوە هاتنی شتەکان کە پەیوەندیەک درووست دەبێ
ENG20-13123503-n	point; dot; 	a very small circular shape	شکڵێکی فرە بچووکی گرد
ENG20-13125950-n	block; cube; 	a three-dimensional shape with six square or rectangular sides	شکڵێکی سێ ئاستی بە شەش لای چوار گۆش یان لاکێشەیی
ENG20-13126125-n	pyramid; 	a polyhedron having a polygonal base and triangular sides with a common vertex	چەند وەجهیەک کە بنەکەی چەند لایە و ئەم لاو ئەو لای سێ گۆشەیە و میحوەرێکی موشتەرەکیشی هەیە
ENG20-13130734-n	projection; 	any solid convex shape that juts out from something	قۆقزێکی سەخت کە لە شتێک هاتۆتە دەرێ
ENG20-13135656-n	situation; position; 	a condition or position in which you find yourself	بار و دۆخێک کە خۆتی تێدا دەوێنی
ENG20-13136606-n	place; shoes; 	a particular situation	بارێکی تایبەت
ENG20-13137195-n	situation; state of affairs; 	the general state of things; the combination of circumstances at a given time	بارودۆخی گشتی شتەکان؛ تێکەڵ بوونی بارەکان لە یەک زەمان دا
ENG20-13137967-n	relationship; 	a state of connectedness between people (especially an emotional connection)	باری پەیوەندیدار بوون لە نێوان خەڵکی (پتر پەیوەندیەکی هەستی)
ENG20-13138211-n	relationship; 	a state involving mutual dealings between people or parties or countries	بارێکی دەخیل لە سەروکار هەبوونی دوو لایەنەی بەین خەڵکی یان پارتەکان یان وڵاتەکان
ENG20-13139113-n	company; companionship; fellowship; society; 	the state of being with someone	باری لە گەڵ کەسێ بوون
ENG20-13140580-n	friendship; friendly relationship; 	the state of being friends	باری دۆست بوون
ENG20-13140821-n	love affair; romance; 	a relationship between two lovers	پەیوەندی نێوان دوو ئەڤیندار
ENG20-13141078-n	sexual relationship; 	a relationship involving sexual intimacy	پەیوەندیەک کە نزیکی سێکسیش لە خۆ دەگرێ
ENG20-13141202-n	affair; affaire; intimacy; liaison; involvement; amour; 	a usually secretive or illicit sexual relationship	پەیوەندیەکی زۆرتر شاراوەیان ڕێ پێ نەدراوی سێکسی
ENG20-13142821-n	crisis; 	an unstable situation of extreme danger or difficulty	بارودۆخێکی زۆر مەترسیدار یان دژواری ناسەقامگیر
ENG20-13143821-n	environment; 	the totality of surrounding conditions	تەواوەتی بارە دەوروبەرەکان
ENG20-13146029-n	pass; strait; straits; 	a bad or difficult situation or state of affairs	حاڵەتێکی سەخت یان ناخۆش یان بارێکی ناخۆشی کاروبار
ENG20-13146165-n	picture; scene; 	a situation treated as an observable object	حاڵەتێ کە وەکوو شتێکی بەرچاوئەژمار دەکرێ
ENG20-13146374-n	prison; prison house; 	a prisonlike situation; a place of seeming confinement	حاڵەتێکی وەکوو زیندان؛ جێگای گۆشەگیر کردن
ENG20-13148371-n	wild; natural state; state of nature; 	a wild primitive state untouched by civilization	بارێکی وەحشی هەوەڵیە کە شارستانیەت لێ نزیک نەبۆتەوە
ENG20-13148834-n	degree; level; stage; point; 	a specific identifiable position in a continuum or series or especially in a process	بارێکی تایبەتی دیاریکراو لە زنجیرە یان ڕەوت یان بەتایبەت پرۆسەیەک دا
ENG20-13149398-n	acme; height; elevation; peak; pinnacle; summit; superlative; top; 	the highest level or degree attainable	بانترین ئاست یان دەرەجەی لەبەردەست
ENG20-13149977-n	extent; 	the point or degree to which something extends	خاڵ یان دەرەجەی درێژ بوونی شتێ
ENG20-13150466-n	plane; 	a level of existence or development	ئاستێکی بوون یان گەشەکردن
ENG20-13151256-n	circumstance; 	a condition that accompanies or influences some event or activity	بارێک کە کاریگەری هەیە یان هاوڕێی دەکا لەسەر و لەگەڵ ڕووداو یان چالاکیەک
ENG20-13151745-n	event; case; 	a special set of circumstances	دەستەیەکی تایبەتی بارودۆخ
ENG20-13152313-n	thing; 	a special situation	حاڵەتێکی تایبەت
ENG20-13155524-n	social station; social status; social rank; rank; 	position in a social hierarchy	جێگا لە نێو زنجیرەی کۆمەڵایەتی
ENG20-13155754-n	place; station; 	proper or designated social situation	باری کۆمەڵایەتی گونجاو یان دیاریکراو
